,birth_year,credit_score,yearly_income,income_type,employment_type,houseown_type,desired_amount,purpose,existing_loan_cnt,existing_loan_amt,gender,time,cluster,count,kmeans_minmax
89535,40,600.0,30000000.0,EARNEDINCOME2,기타,기타가족소유,10000000.0,생활비,3.0,17000000.0,1.0,2326,0,4,2
89549,60,800.0,30000000.0,FREELANCER,기타,기타가족소유,20000000.0,생활비,1.0,2000000.0,0.0,838,0,2,2
89553,40,470.0,30000000.0,EARNEDINCOME,정규직,전월세,3000000.0,생활비,3.0,23000000.0,1.0,38,0,1,3
89557,20,580.0,20000000.0,OTHERINCOME,기타,전월세,30000000.0,생활비,1.0,18000000.0,0.0,1313,0,8,2
89559,40,880.0,50000000.0,PRIVATEBUSINESS,기타,전월세,100000000.0,대환대출,2.0,24000000.0,1.0,191,0,1,2
89574,30,670.0,30000000.0,OTHERINCOME,기타,전월세,20000000.0,생활비,3.0,19000000.0,0.0,217,0,1,2
89580,30,550.0,12000000.0,OTHERINCOME,기타,전월세,3000000.0,생활비,1.0,4000000.0,0.0,718,0,1,2
89584,20,570.0,31000000.0,EARNEDINCOME,정규직,전월세,50000000.0,대환대출,3.0,167000000.0,0.0,783,0,2,1
89585,20,620.0,18000000.0,EARNEDINCOME,기타,전월세,10000000.0,생활비,2.0,11000000.0,0.0,472,0,2,1
89592,50,670.0,100000000.0,PRIVATEBUSINESS,정규직,자가,30000000.0,대환대출,3.0,21000000.0,1.0,184,0,3,0
89594,40,630.0,36000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,3.0,44000000.0,1.0,173,0,1,3
89595,30,870.0,4000000.0,OTHERINCOME,기타,전월세,400000000.0,생활비,1.0,18000000.0,0.0,287,0,4,2
89597,50,580.0,10000000.0,OTHERINCOME,기타,자가,10000000.0,생활비,5.0,90000000.0,0.0,575,0,1,2
89615,30,1000.0,79000000.0,EARNEDINCOME,정규직,전월세,100000000.0,주택구입,2.0,45000000.0,1.0,287,0,1,0
89617,30,750.0,10000000.0,PRIVATEBUSINESS,기타,전월세,1000000.0,생활비,2.0,2000000.0,1.0,141,0,1,2
89618,30,680.0,32000000.0,EARNEDINCOME,정규직,전월세,21000000.0,대환대출,5.0,225000000.0,0.0,736,0,1,1
89623,40,830.0,46000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,생활비,4.0,54000000.0,1.0,198,0,2,3
89624,50,730.0,48000000.0,EARNEDINCOME2,계약직,전월세,20000000.0,기타,1.0,20000000.0,0.0,123,0,2,1
89626,20,600.0,31000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,2.0,19000000.0,0.0,467,0,1,1
89635,50,650.0,42000000.0,EARNEDINCOME,정규직,자가,42000000.0,대환대출,3.0,44000000.0,0.0,573,0,1,1
89641,30,750.0,45000000.0,EARNEDINCOME,정규직,전월세,50000000.0,전월세보증금,2.0,24000000.0,1.0,464,0,1,0
89649,40,560.0,48000000.0,EARNEDINCOME,정규직,자가,40000000.0,대환대출,8.0,359000000.0,1.0,3760,0,5,0
89653,30,580.0,60000000.0,EARNEDINCOME,정규직,전월세,10000000.0,대환대출,2.0,56000000.0,0.0,1134,0,3,1
89654,50,620.0,100000000.0,FREELANCER,기타,전월세,10000000.0,생활비,3.0,23000000.0,0.0,1579,0,4,2
89656,40,540.0,38000000.0,EARNEDINCOME,정규직,자가,5000000.0,생활비,3.0,84000000.0,1.0,24,0,1,3
89658,20,630.0,30000000.0,EARNEDINCOME,정규직,전월세,10000000.0,대환대출,2.0,9000000.0,0.0,293,0,1,1
89660,30,780.0,56000000.0,EARNEDINCOME,정규직,전월세,100000000.0,생활비,1.0,18000000.0,0.0,500,0,1,1
89662,30,880.0,26000000.0,EARNEDINCOME,정규직,전월세,1000000.0,생활비,1.0,18000000.0,0.0,458,0,1,1
89669,40,780.0,70000000.0,EARNEDINCOME,정규직,자가,35000000.0,대환대출,3.0,84000000.0,1.0,639,0,2,0
89672,20,730.0,24000000.0,EARNEDINCOME,정규직,기타가족소유,11000000.0,생활비,4.0,31000000.0,1.0,400,0,2,3
89679,60,980.0,20000000.0,EARNEDINCOME,정규직,자가,200000000.0,주택구입,3.0,84000000.0,0.0,591,0,2,1
89694,40,740.0,96000000.0,EARNEDINCOME2,계약직,기타가족소유,50000000.0,투자,2.0,108000000.0,1.0,268,0,2,0
89695,30,750.0,2000000.0,FREELANCER,기타,전월세,3000000.0,생활비,1.0,18000000.0,0.0,1383,0,2,2
89701,30,650.0,40000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,생활비,1.0,18000000.0,1.0,619,0,3,3
89711,30,920.0,33000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,5.0,107000000.0,0.0,648,0,2,1
89714,50,720.0,42000000.0,OTHERINCOME,정규직,기타가족소유,10000000.0,생활비,6.0,64000000.0,1.0,210,0,2,3
89715,50,660.0,55000000.0,EARNEDINCOME,정규직,자가,10000000.0,생활비,4.0,43000000.0,1.0,339,0,1,3
89725,30,940.0,80000000.0,EARNEDINCOME,정규직,전월세,45000000.0,대환대출,1.0,40000000.0,1.0,453,0,1,0
89728,30,900.0,40000000.0,EARNEDINCOME,정규직,자가,10000000.0,생활비,6.0,247000000.0,0.0,956,0,1,1
89729,30,670.0,24000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,대환대출,3.0,36000000.0,0.0,483,0,2,1
89730,40,770.0,50000000.0,EARNEDINCOME2,정규직,자가,25000000.0,생활비,3.0,40000000.0,1.0,1475,0,2,3
89737,30,670.0,40000000.0,PRIVATEBUSINESS,정규직,전월세,20000000.0,사업자금,2.0,37000000.0,0.0,647,0,1,1
89738,20,610.0,35000000.0,EARNEDINCOME,정규직,전월세,42000000.0,생활비,2.0,42000000.0,0.0,302,0,2,1
89743,30,730.0,5000000.0,OTHERINCOME,기타,전월세,30000000.0,전월세보증금,2.0,34000000.0,0.0,1866,0,1,2
89746,30,1000.0,40000000.0,EARNEDINCOME,정규직,전월세,180000000.0,전월세보증금,1.0,18000000.0,0.0,234,0,1,1
89750,30,590.0,35000000.0,EARNEDINCOME,정규직,전월세,5000000.0,생활비,8.0,120000000.0,1.0,151,0,1,3
89752,30,990.0,60000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,2.0,44000000.0,1.0,47,0,1,3
89759,50,500.0,38000000.0,EARNEDINCOME,정규직,전월세,15000000.0,대환대출,5.0,56000000.0,1.0,215,0,1,0
89769,50,650.0,20000000.0,OTHERINCOME,기타,자가,10000000.0,생활비,4.0,89000000.0,1.0,873,0,2,2
89770,30,940.0,100000000.0,PRIVATEBUSINESS,기타,자가,100000000.0,사업자금,7.0,301000000.0,1.0,250,0,1,2
89777,20,660.0,32000000.0,EARNEDINCOME,정규직,기타가족소유,5000000.0,생활비,4.0,39000000.0,0.0,746,0,4,1
89783,20,820.0,45000000.0,EARNEDINCOME,정규직,전월세,20000000.0,사업자금,1.0,4000000.0,1.0,4788,0,7,0
89796,40,550.0,43000000.0,EARNEDINCOME,정규직,전월세,60000000.0,대환대출,4.0,92000000.0,1.0,408,0,1,0
89801,40,620.0,20000000.0,OTHERINCOME,기타,기타가족소유,15000000.0,생활비,3.0,18000000.0,1.0,746,0,1,2
89808,30,920.0,0.0,OTHERINCOME,기타,기타가족소유,3000000.0,생활비,2.0,12000000.0,1.0,212,0,1,2
89814,30,650.0,16000000.0,OTHERINCOME,기타,기타가족소유,10000000.0,생활비,2.0,4000000.0,1.0,522,0,1,2
89818,20,910.0,58000000.0,EARNEDINCOME,정규직,기타가족소유,54000000.0,생활비,1.0,54000000.0,1.0,705,0,2,3
89825,30,610.0,35000000.0,OTHERINCOME,기타,기타가족소유,1000000.0,생활비,13.0,15000000.0,1.0,1135,0,1,2
89832,40,480.0,38000000.0,EARNEDINCOME,정규직,기타가족소유,16000000.0,대환대출,4.0,15000000.0,1.0,830,0,1,0
89836,40,670.0,75000000.0,PRIVATEBUSINESS,정규직,전월세,10000000.0,생활비,3.0,21000000.0,1.0,1131,0,3,3
89841,40,710.0,3000000.0,OTHERINCOME,기타,전월세,20000000.0,생활비,2.0,36000000.0,0.0,1327,0,1,2
89846,40,860.0,50000000.0,PRIVATEBUSINESS,기타,기타가족소유,30000000.0,대환대출,1.0,18000000.0,1.0,760,0,2,2
89849,40,630.0,24000000.0,PRIVATEBUSINESS,기타,전월세,5000000.0,생활비,2.0,6000000.0,0.0,598,0,5,2
89855,20,940.0,20000000.0,EARNEDINCOME,계약직,전월세,3000000.0,생활비,1.0,18000000.0,1.0,951,0,3,3
89856,40,750.0,20000000.0,PRIVATEBUSINESS,기타,전월세,30000000.0,대환대출,4.0,32000000.0,1.0,841,0,1,2
89858,20,570.0,12000000.0,OTHERINCOME,기타,자가,1000000.0,생활비,6.0,13000000.0,1.0,574,0,2,2
89863,20,860.0,62000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,4.0,219000000.0,0.0,421,0,1,1
89864,40,620.0,67000000.0,EARNEDINCOME,정규직,전월세,55000000.0,생활비,5.0,70000000.0,1.0,455,0,1,3
89884,30,810.0,50000000.0,EARNEDINCOME,정규직,자가,20000000.0,사업자금,11.0,96000000.0,0.0,558,0,1,1
89890,20,770.0,10000000.0,OTHERINCOME,기타,기타가족소유,10000000.0,생활비,1.0,18000000.0,1.0,453,0,1,2
89897,30,670.0,50000000.0,PRIVATEBUSINESS,기타,전월세,20000000.0,대환대출,4.0,80000000.0,1.0,264,0,2,2
89904,20,710.0,38000000.0,EARNEDINCOME,정규직,전월세,8000000.0,대환대출,3.0,43000000.0,0.0,570,0,1,1
89906,30,800.0,32000000.0,EARNEDINCOME,정규직,전월세,60000000.0,전월세보증금,4.0,23000000.0,1.0,127,0,1,0
89910,40,960.0,43000000.0,EARNEDINCOME,정규직,전월세,100000000.0,주택구입,3.0,43000000.0,1.0,418,0,1,0
89918,40,670.0,68000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,1.0,18000000.0,1.0,374,0,2,3
89928,30,980.0,50000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,3.0,135000000.0,1.0,276,0,1,3
89952,40,640.0,48000000.0,EARNEDINCOME,정규직,전월세,30000000.0,생활비,4.0,77000000.0,1.0,1504,0,1,3
89953,30,930.0,40000000.0,EARNEDINCOME,정규직,기타가족소유,300000000.0,주택구입,1.0,36000000.0,1.0,430,0,1,0
89958,30,620.0,40000000.0,EARNEDINCOME2,정규직,기타가족소유,10000000.0,생활비,4.0,36000000.0,0.0,4078,0,4,1
89965,20,920.0,3000000.0,OTHERINCOME,기타,기타가족소유,30000000.0,사업자금,2.0,13000000.0,1.0,342,0,1,2
89969,30,840.0,36000000.0,EARNEDINCOME,정규직,전월세,30000000.0,대환대출,7.0,177000000.0,1.0,479,0,2,0
89992,20,570.0,50000000.0,EARNEDINCOME,정규직,전월세,68000000.0,대환대출,2.0,68000000.0,0.0,143,0,1,1
89993,30,710.0,30000000.0,EARNEDINCOME,정규직,전월세,40000000.0,대환대출,8.0,126000000.0,0.0,1447,0,1,1
89994,30,650.0,40000000.0,EARNEDINCOME,정규직,전월세,27000000.0,대환대출,1.0,27000000.0,1.0,695,0,1,0
89995,20,850.0,100000000.0,PRIVATEBUSINESS,기타,전월세,30000000.0,생활비,1.0,18000000.0,0.0,250,0,1,2
90000,30,570.0,32000000.0,EARNEDINCOME,정규직,기타가족소유,50000000.0,생활비,5.0,65000000.0,0.0,409,0,1,1
90003,20,550.0,24000000.0,EARNEDINCOME,계약직,기타가족소유,5000000.0,생활비,2.0,13000000.0,1.0,362,0,1,3
90008,40,580.0,24000000.0,EARNEDINCOME,정규직,자가,5000000.0,생활비,8.0,170000000.0,0.0,2045,0,2,1
90016,30,920.0,62000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,4.0,128000000.0,1.0,941,0,3,3
90021,20,710.0,20000000.0,FREELANCER,기타,전월세,10000000.0,대환대출,6.0,10000000.0,0.0,345,0,2,2
90022,40,900.0,40000000.0,EARNEDINCOME,정규직,전월세,180000000.0,주택구입,3.0,321000000.0,1.0,481,0,1,0
90043,40,730.0,70000000.0,PRIVATEBUSINESS,기타,전월세,30000000.0,대환대출,2.0,24000000.0,1.0,197,0,1,2
90046,40,920.0,30000000.0,PRIVATEBUSINESS,정규직,전월세,20000000.0,생활비,1.0,18000000.0,1.0,866,0,1,3
90054,30,930.0,31000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,투자,1.0,2000000.0,1.0,353,0,1,0
90064,40,970.0,74000000.0,EARNEDINCOME,정규직,자가,60000000.0,대환대출,5.0,391000000.0,1.0,553,0,1,0
90067,40,730.0,27000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,대환대출,1.0,30000000.0,0.0,307,0,1,1
90070,20,830.0,45000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,4.0,154000000.0,0.0,921,0,1,1
90098,40,890.0,80000000.0,PRIVATEBUSINESS,기타,자가,70000000.0,사업자금,1.0,141000000.0,1.0,901,0,1,2
90125,50,560.0,70000000.0,EARNEDINCOME,정규직,자가,150000000.0,대환대출,1.0,14000000.0,1.0,2014,0,7,0
90128,50,740.0,33000000.0,EARNEDINCOME,정규직,전월세,20000000.0,생활비,1.0,18000000.0,1.0,544,0,2,3
90131,40,940.0,49000000.0,EARNEDINCOME,정규직,자가,30000000.0,생활비,3.0,84000000.0,0.0,369,0,1,1
90133,30,610.0,30000000.0,EARNEDINCOME,정규직,전월세,40000000.0,대환대출,4.0,47000000.0,1.0,153,0,2,0
90144,20,560.0,12000000.0,EARNEDINCOME,계약직,기타가족소유,20000000.0,대환대출,6.0,34000000.0,0.0,382,0,2,1
90168,40,700.0,50000000.0,EARNEDINCOME2,기타,전월세,10000000.0,생활비,3.0,6000000.0,1.0,778,0,1,2
90194,30,650.0,50000000.0,FREELANCER,기타,기타가족소유,20000000.0,대환대출,8.0,32000000.0,0.0,502,0,2,2
90197,40,590.0,94000000.0,FREELANCER,기타,자가,3000000.0,생활비,7.0,59000000.0,1.0,1080,0,2,2
90199,20,660.0,23000000.0,OTHERINCOME,기타,기타가족소유,4000000.0,생활비,2.0,7000000.0,0.0,315,0,3,2
90208,20,700.0,22000000.0,FREELANCER,기타,전월세,10000000.0,생활비,1.0,3000000.0,0.0,380,0,2,2
90221,40,890.0,50000000.0,OTHERINCOME,기타,자가,15000000.0,대환대출,1.0,2000000.0,1.0,203,0,1,2
90235,20,900.0,40000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,투자,1.0,0.0,1.0,263,0,1,0
90238,20,850.0,31000000.0,EARNEDINCOME,정규직,자가,67000000.0,대환대출,1.0,50000000.0,1.0,254,0,1,0
90243,30,790.0,40000000.0,EARNEDINCOME,정규직,전월세,40000000.0,생활비,2.0,19000000.0,1.0,514,0,2,3
90251,40,810.0,70000000.0,EARNEDINCOME,정규직,자가,30000000.0,생활비,2.0,7000000.0,1.0,741,0,1,3
90255,30,870.0,72000000.0,EARNEDINCOME,정규직,자가,20000000.0,대환대출,6.0,381000000.0,1.0,337,0,2,0
90256,50,570.0,70000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,4.0,212000000.0,1.0,493,0,5,3
90271,40,560.0,50000000.0,EARNEDINCOME,정규직,전월세,50000000.0,대환대출,6.0,64000000.0,1.0,254,0,1,0
90275,30,640.0,22000000.0,EARNEDINCOME,정규직,기타가족소유,40000000.0,생활비,3.0,36000000.0,0.0,562,0,1,1
90277,40,820.0,23000000.0,PRIVATEBUSINESS,계약직,전월세,19000000.0,대환대출,1.0,18000000.0,0.0,274,0,1,1
90278,30,660.0,33000000.0,EARNEDINCOME,정규직,전월세,30000000.0,대환대출,3.0,43000000.0,1.0,226,0,1,0
90287,30,470.0,24000000.0,EARNEDINCOME,정규직,전월세,3000000.0,전월세보증금,3.0,43000000.0,0.0,801,0,2,1
90290,50,610.0,24000000.0,EARNEDINCOME,정규직,전월세,40000000.0,대환대출,2.0,38000000.0,1.0,405,0,1,0
90291,40,700.0,55000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,6.0,417000000.0,1.0,494,0,1,3
90292,50,680.0,24000000.0,EARNEDINCOME2,기타,자가,25000000.0,대환대출,2.0,45000000.0,0.0,3307,0,14,2
90293,20,570.0,24000000.0,OTHERINCOME,기타,전월세,35000000.0,대환대출,3.0,20000000.0,1.0,269,0,1,2
90313,40,600.0,36000000.0,PRIVATEBUSINESS,정규직,기타가족소유,3000000.0,생활비,2.0,25000000.0,1.0,81,0,1,3
90321,60,950.0,150000000.0,OTHERINCOME,기타,자가,50000000.0,생활비,12.0,376000000.0,1.0,458,0,1,2
90329,20,620.0,30000000.0,EARNEDINCOME,정규직,전월세,4000000.0,생활비,3.0,43000000.0,0.0,771,0,2,1
90332,40,640.0,26000000.0,OTHERINCOME,기타,자가,20000000.0,대환대출,3.0,18000000.0,0.0,616,0,2,2
90335,20,740.0,6000000.0,OTHERINCOME,기타,기타가족소유,3000000.0,생활비,4.0,13000000.0,1.0,546,0,1,2
90347,70,810.0,72000000.0,OTHERINCOME,기타,자가,50000000.0,주택구입,3.0,44000000.0,0.0,661,0,2,2
90355,50,870.0,85000000.0,EARNEDINCOME,정규직,자가,100000000.0,대환대출,20.0,368000000.0,1.0,500,0,1,0
90360,30,1000.0,80000000.0,EARNEDINCOME,정규직,전월세,30000000.0,대환대출,3.0,43000000.0,1.0,358,0,1,0
90361,30,980.0,130000000.0,EARNEDINCOME,정규직,전월세,360000000.0,전월세보증금,3.0,43000000.0,1.0,281,0,1,0
90367,20,750.0,12000000.0,EARNEDINCOME,일용직,전월세,8000000.0,전월세보증금,1.0,18000000.0,0.0,241,0,3,1
90370,20,750.0,15000000.0,FREELANCER,기타,전월세,3000000.0,생활비,3.0,23000000.0,0.0,545,0,4,2
90371,30,610.0,20000000.0,PRIVATEBUSINESS,정규직,기타가족소유,10000000.0,생활비,2.0,25000000.0,0.0,369,0,2,1
90376,50,780.0,20000000.0,EARNEDINCOME,계약직,자가,20000000.0,대환대출,3.0,70000000.0,0.0,2819,0,7,1
90377,30,710.0,31000000.0,EARNEDINCOME,정규직,전월세,3000000.0,생활비,1.0,27000000.0,1.0,291,0,2,3
90384,40,660.0,48000000.0,PRIVATEBUSINESS,정규직,자가,10000000.0,대환대출,7.0,231000000.0,1.0,211,0,1,0
90387,30,590.0,50000000.0,EARNEDINCOME,정규직,전월세,65000000.0,대환대출,5.0,97000000.0,1.0,654,0,2,0
90407,30,890.0,80000000.0,FREELANCER,기타,전월세,35000000.0,투자,3.0,23000000.0,1.0,403,0,1,2
90408,30,840.0,35000000.0,PRIVATEBUSINESS,기타,기타가족소유,20000000.0,생활비,2.0,21000000.0,0.0,248,0,1,2
90418,40,880.0,10000000.0,OTHERINCOME,기타,전월세,10000000.0,생활비,1.0,15000000.0,0.0,527,0,1,2
90425,30,670.0,60000000.0,EARNEDINCOME,정규직,자가,200000000.0,대환대출,5.0,291000000.0,0.0,624,0,1,1
90426,40,820.0,98000000.0,EARNEDINCOME,정규직,전월세,60000000.0,생활비,3.0,419000000.0,1.0,673,0,3,3
90432,50,800.0,140000000.0,FREELANCER,기타,전월세,50000000.0,생활비,1.0,44000000.0,0.0,599,0,2,2
90437,20,630.0,10000000.0,OTHERINCOME,기타,기타가족소유,1000000.0,생활비,1.0,5000000.0,1.0,587,0,2,2
90469,20,730.0,24000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,사업자금,3.0,36000000.0,1.0,304,0,1,0
90471,20,520.0,13000000.0,EARNEDINCOME,계약직,기타가족소유,1000000.0,생활비,3.0,26000000.0,1.0,1691,0,1,3
90478,20,840.0,29000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,3.0,36000000.0,0.0,142,0,1,1
90494,40,610.0,45000000.0,PRIVATEBUSINESS,기타,기타가족소유,30000000.0,대환대출,3.0,16000000.0,0.0,614,0,1,2
90498,40,870.0,45000000.0,EARNEDINCOME,정규직,기타가족소유,30000000.0,대환대출,1.0,16000000.0,1.0,318,0,1,0
90501,30,690.0,30000000.0,EARNEDINCOME,정규직,전월세,30000000.0,대환대출,4.0,99000000.0,1.0,1246,0,3,0
90513,20,710.0,33000000.0,EARNEDINCOME,정규직,기타가족소유,23000000.0,대환대출,3.0,36000000.0,0.0,529,0,1,1
90514,30,640.0,40000000.0,EARNEDINCOME,정규직,자가,1000000.0,생활비,5.0,8000000.0,1.0,523,0,1,3
90544,30,760.0,51000000.0,EARNEDINCOME,정규직,전월세,10000000.0,생활비,3.0,43000000.0,0.0,267,0,1,1
90545,40,610.0,27000000.0,EARNEDINCOME,정규직,전월세,30000000.0,대환대출,6.0,278000000.0,0.0,324,0,1,1
90554,30,720.0,44000000.0,OTHERINCOME,기타,전월세,44000000.0,대환대출,3.0,20000000.0,0.0,179,0,1,2
90558,40,710.0,62000000.0,EARNEDINCOME,정규직,자가,40000000.0,대환대출,7.0,190000000.0,1.0,253,0,1,0
90559,40,610.0,30000000.0,EARNEDINCOME,정규직,기타가족소유,5000000.0,생활비,7.0,319000000.0,0.0,329,0,1,1
90564,50,870.0,18000000.0,EARNEDINCOME,계약직,전월세,20000000.0,대환대출,5.0,22000000.0,0.0,908,0,1,1
90570,30,950.0,60000000.0,EARNEDINCOME,정규직,전월세,70000000.0,대환대출,3.0,66000000.0,1.0,831,0,1,0
90587,30,800.0,40000000.0,EARNEDINCOME,정규직,자가,50000000.0,대환대출,2.0,157000000.0,1.0,637,0,2,0
90588,20,910.0,45000000.0,EARNEDINCOME,정규직,기타가족소유,100000000.0,전월세보증금,1.0,0.0,1.0,372,0,1,0
90596,40,650.0,50000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,생활비,1.0,18000000.0,1.0,53,0,1,3
90597,40,740.0,36000000.0,EARNEDINCOME,정규직,자가,31000000.0,대환대출,4.0,178000000.0,0.0,2051,0,5,1
90599,30,690.0,15000000.0,OTHERINCOME,기타,기타가족소유,15000000.0,대환대출,3.0,18000000.0,0.0,1051,0,1,2
90605,30,540.0,33000000.0,EARNEDINCOME,정규직,전월세,100000000.0,생활비,3.0,43000000.0,1.0,643,0,2,3
90608,40,700.0,65000000.0,EARNEDINCOME,정규직,전월세,100000000.0,대환대출,3.0,43000000.0,1.0,266,0,1,0
90610,40,580.0,50000000.0,EARNEDINCOME,정규직,전월세,20000000.0,대환대출,3.0,43000000.0,1.0,294,0,1,0
90611,40,900.0,48000000.0,EARNEDINCOME,정규직,자가,320000000.0,대환대출,2.0,312000000.0,1.0,597,0,1,0
90624,30,750.0,42000000.0,EARNEDINCOME,정규직,전월세,40000000.0,대환대출,5.0,71000000.0,1.0,317,0,1,0
90627,30,610.0,40000000.0,EARNEDINCOME,정규직,전월세,56000000.0,대환대출,3.0,57000000.0,1.0,482,0,1,0
90637,40,950.0,53000000.0,EARNEDINCOME,정규직,자가,50000000.0,기타,3.0,84000000.0,1.0,571,0,2,0
90640,20,590.0,30000000.0,FREELANCER,기타,전월세,3000000.0,전월세보증금,3.0,8000000.0,0.0,756,0,2,2
90641,30,960.0,22000000.0,EARNEDINCOME,정규직,전월세,20000000.0,기타,2.0,10000000.0,1.0,387,0,2,0
90650,20,660.0,60000000.0,PRACTITIONER,계약직,전월세,20000000.0,전월세보증금,3.0,25000000.0,1.0,228,0,1,0
90653,40,690.0,7000000.0,EARNEDINCOME,정규직,전월세,20000000.0,대환대출,8.0,230000000.0,1.0,673,0,1,0
90658,30,900.0,36000000.0,EARNEDINCOME,정규직,전월세,10000000.0,전월세보증금,3.0,43000000.0,1.0,221,0,1,0
90667,50,840.0,130000000.0,EARNEDINCOME,정규직,자가,30000000.0,대환대출,3.0,110000000.0,1.0,1044,0,1,0
90668,50,820.0,20000000.0,EARNEDINCOME,정규직,자가,12000000.0,대환대출,3.0,11000000.0,1.0,685,0,1,0
90670,40,590.0,50000000.0,EARNEDINCOME2,계약직,전월세,10000000.0,생활비,9.0,97000000.0,0.0,267,0,1,1
90676,30,640.0,6000000.0,EARNEDINCOME,계약직,기타가족소유,100000000.0,대환대출,4.0,105000000.0,1.0,754,0,1,0
90690,40,620.0,37000000.0,EARNEDINCOME,정규직,자가,30000000.0,생활비,6.0,143000000.0,1.0,105,0,1,3
90707,40,610.0,97000000.0,EARNEDINCOME,정규직,자가,1000000.0,생활비,5.0,571000000.0,1.0,1103,0,5,3
90714,30,970.0,60000000.0,EARNEDINCOME,정규직,전월세,250000000.0,전월세보증금,1.0,1000000.0,1.0,523,0,1,0
90723,20,680.0,36000000.0,EARNEDINCOME,정규직,기타가족소유,70000000.0,대환대출,5.0,75000000.0,1.0,276,0,1,0
90729,20,930.0,37000000.0,EARNEDINCOME,정규직,전월세,400000000.0,주택구입,3.0,43000000.0,1.0,402,0,1,0
90732,20,630.0,22000000.0,EARNEDINCOME,정규직,전월세,10000000.0,대환대출,2.0,6000000.0,0.0,990,0,2,1
90738,20,600.0,31000000.0,EARNEDINCOME,정규직,기타가족소유,10000000.0,대환대출,3.0,36000000.0,1.0,242,0,1,0
90746,20,670.0,20000000.0,OTHERINCOME,기타,기타가족소유,6000000.0,생활비,3.0,18000000.0,1.0,413,0,2,2
90755,20,810.0,20000000.0,EARNEDINCOME2,정규직,기타가족소유,20000000.0,사업자금,3.0,23000000.0,0.0,288,0,1,1
90756,40,660.0,35000000.0,EARNEDINCOME2,기타,전월세,1000000.0,생활비,1.0,29000000.0,0.0,1547,0,1,2
90776,30,930.0,20000000.0,OTHERINCOME,기타,전월세,20000000.0,사업자금,3.0,91000000.0,0.0,205,0,1,2
90782,30,730.0,32000000.0,EARNEDINCOME,정규직,전월세,50000000.0,생활비,3.0,26000000.0,0.0,268,0,1,1
90793,20,570.0,33000000.0,EARNEDINCOME,정규직,전월세,20000000.0,생활비,3.0,43000000.0,0.0,549,0,1,1
90796,40,610.0,60000000.0,OTHERINCOME,기타,전월세,5000000.0,생활비,5.0,40000000.0,1.0,1102,0,3,2
90800,40,910.0,130000000.0,PRIVATEBUSINESS,기타,자가,15000000.0,생활비,3.0,125000000.0,1.0,498,0,1,2
90805,20,580.0,2000000.0,EARNEDINCOME,계약직,전월세,20000000.0,대환대출,3.0,28000000.0,1.0,649,0,1,0
90811,30,610.0,30000000.0,OTHERINCOME,기타,전월세,15000000.0,대환대출,3.0,20000000.0,1.0,294,0,1,2
90812,30,450.0,36000000.0,EARNEDINCOME,정규직,전월세,3000000.0,기타,3.0,43000000.0,1.0,227,0,1,0
90813,30,700.0,12000000.0,EARNEDINCOME,정규직,전월세,25000000.0,생활비,1.0,5000000.0,1.0,290,0,1,3
90814,30,690.0,4000000.0,EARNEDINCOME,정규직,전월세,3000000.0,생활비,3.0,43000000.0,1.0,294,0,1,3
90820,20,580.0,3000000.0,EARNEDINCOME,정규직,기타가족소유,5000000.0,생활비,3.0,36000000.0,1.0,404,0,1,3
90841,40,950.0,100000000.0,OTHERINCOME,기타,자가,50000000.0,생활비,2.0,160000000.0,1.0,920,0,2,2
90842,20,630.0,10000000.0,OTHERINCOME,기타,기타가족소유,1000000.0,생활비,3.0,8000000.0,1.0,54,0,1,2
90849,40,680.0,72000000.0,EARNEDINCOME,정규직,전월세,50000000.0,대환대출,13.0,159000000.0,1.0,317,0,1,0
90860,20,630.0,24000000.0,EARNEDINCOME,정규직,기타가족소유,20000000.0,대환대출,3.0,28000000.0,0.0,25,0,1,1
90878,30,910.0,60000000.0,EARNEDINCOME,정규직,기타가족소유,100000000.0,주택구입,1.0,18000000.0,1.0,235,0,1,0
90885,40,630.0,48000000.0,EARNEDINCOME,정규직,자가,90000000.0,대환대출,6.0,111000000.0,1.0,575,0,2,0
